TRIP_ID,TRAVEL_TIME
T114,598.9956601969855
T115,598.9956601969855
T116,598.9956601969855
T117,598.9956601969855
T118,598.9956601969855
T119,598.9956601969855
T120,598.9956601969855
T121,598.9956601969855
T122,598.9956601969855
T123,598.9956601969855
T124,598.9956601969855
T125,598.9956601969855
T126,598.9956601969855
T127,598.9956601969855
T128,598.9956601969855
T129,598.9956601969855
T130,598.9956601969855
T131,598.9956601969855
T132,598.9956601969855
T133,598.9956601969855
T134,598.9956601969855
T135,598.9956601969855
T136,598.9956601969855
T137,598.9956601969855
T138,598.9956601969855
T139,598.9956601969855
T140,598.9956601969855
T141,598.9956601969855
T142,598.9956601969855
T143,598.9956601969855
T144,598.9956601969855
T145,598.9956601969855
T146,598.9956601969855
T147,598.9956601969855
T148,598.9956601969855
T149,598.9956601969855
T151,598.9956601969855
T152,598.9956601969855
T153,598.9956601969855
T154,598.9956601969855
T155,598.9956601969855
T156,598.9956601969855
T157,598.9956601969855
T158,598.9956601969855
T159,598.9956601969855
T160,598.9956601969855
T161,598.9956601969855
T162,598.9956601969855
T163,598.9956601969855
T164,598.9956601969855
T166,598.9956601969855
T167,598.9956601969855
T168,598.9956601969855
T169,598.9956601969855
T170,598.9956601969855
T171,598.9956601969855
T172,598.9956601969855
T173,598.9956601969855
T174,598.9956601969855
T175,598.9956601969855
T176,598.9956601969855
T177,598.9956601969855
T178,598.9956601969855
T179,598.9956601969855
T180,598.9956601969855
T181,598.9956601969855
T182,598.9956601969855
T183,598.9956601969855
T184,598.9956601969855
T185,598.9956601969855
T186,598.9956601969855
T187,598.9956601969855
T188,598.9956601969855
T189,598.9956601969855
T190,598.9956601969855
T191,598.9956601969855
T192,598.9956601969855
T193,598.9956601969855
T194,598.9956601969855
T195,598.9956601969855
T196,598.9956601969855
T197,598.9956601969855
T198,598.9956601969855
T199,598.9956601969855
T200,598.9956601969855
T201,598.9956601969855
T202,598.9956601969855
T203,598.9956601969855
T204,598.9956601969855
T205,598.9956601969855
T206,598.9956601969855
T207,598.9956601969855
T208,598.9956601969855
T209,598.9956601969855
T210,598.9956601969855
T211,598.9956601969855
T212,598.9956601969855
T213,598.9956601969855
T214,598.9956601969855
T215,598.9956601969855
T216,598.9956601969855
T217,598.9956601969855
T218,598.9956601969855
T219,598.9956601969855
T220,598.9956601969855
T221,598.9956601969855
T222,598.9956601969855
T223,598.9956601969855
T224,598.9956601969855
T225,598.9956601969855
T226,598.9956601969855
T227,598.9956601969855
T228,598.9956601969855
T229,598.9956601969855
T230,598.9956601969855
T231,598.9956601969855
T232,598.9956601969855
T233,598.9956601969855
T234,598.9956601969855
T235,598.9956601969855
T236,598.9956601969855
T237,598.9956601969855
T238,598.9956601969855
T239,598.9956601969855
T240,598.9956601969855
T241,598.9956601969855
T242,598.9956601969855
T243,598.9956601969855
T244,598.9956601969855
T245,598.9956601969855
T246,598.9956601969855
T247,598.9956601969855
T248,598.9956601969855
T249,598.9956601969855
T250,598.9956601969855
T251,598.9956601969855
T252,598.9956601969855
T253,598.9956601969855
T254,598.9956601969855
T255,598.9956601969855
T256,598.9956601969855
T257,598.9956601969855
T258,598.9956601969855
T259,598.9956601969855
T260,598.9956601969855
T261,598.9956601969855
T262,598.9956601969855
T263,598.9956601969855
T264,598.9956601969855
T265,598.9956601969855
T266,598.9956601969855
T267,598.9956601969855
T268,598.9956601969855
T269,598.9956601969855
T270,598.9956601969855
T271,598.9956601969855
T272,598.9956601969855
T273,598.9956601969855
T274,598.9956601969855
T275,598.9956601969855
T276,598.9956601969855
T277,598.9956601969855
T278,598.9956601969855
T279,598.9956601969855
T280,598.9956601969855
T281,598.9956601969855
T282,598.9956601969855
T283,598.9956601969855
T284,598.9956601969855
T285,598.9956601969855
T286,598.9956601969855
T287,598.9956601969855
T288,598.9956601969855
T289,598.9956601969855
T290,598.9956601969855
T291,598.9956601969855
T292,598.9956601969855
T293,598.9956601969855
T294,598.9956601969855
T295,598.9956601969855
T296,598.9956601969855
T297,598.9956601969855
T298,598.9956601969855
T299,598.9956601969855
T300,598.9956601969855
T301,598.9956601969855
T302,598.9956601969855
T303,598.9956601969855
T304,598.9956601969855
T305,598.9956601969855
T306,598.9956601969855
T307,598.9956601969855
T308,598.9956601969855
T309,598.9956601969855
T310,598.9956601969855
T311,598.9956601969855
T312,598.9956601969855
T313,598.9956601969855
T314,598.9956601969855
T315,598.9956601969855
T316,598.9956601969855
T317,598.9956601969855
T318,598.9956601969855
T319,598.9956601969855
T320,598.9956601969855
T321,598.9956601969855
T322,598.9956601969855
T323,598.9956601969855
T324,598.9956601969855
T325,598.9956601969855
T326,598.9956601969855
T327,598.9956601969855
