TRIP_ID,TRAVEL_TIME
T197,718.8732592078904
T198,718.8732592078904
T199,718.8732592078904
T200,718.8732592078904
T201,718.8732592078904
T202,718.8732592078904
T203,718.8732592078904
T204,718.8732592078904
T205,718.8732592078904
T206,718.8732592078904
T207,718.8732592078904
T208,718.8732592078904
T209,718.8732592078904
T210,718.8732592078904
T211,718.8732592078904
T212,718.8732592078904
T213,718.8732592078904
T214,718.8732592078904
T215,718.8732592078904
T216,718.8732592078904
T217,718.8732592078904
T218,718.8732592078904
T219,718.8732592078904
T220,718.8732592078904
T221,718.8732592078904
T222,718.8732592078904
T223,718.8732592078904
T224,718.8732592078904
T225,718.8732592078904
T226,718.8732592078904
T227,718.8732592078904
T228,718.8732592078904
T229,718.8732592078904
T230,718.8732592078904
T231,718.8732592078904
T232,718.8732592078904
T233,718.8732592078904
T234,718.8732592078904
T235,718.8732592078904
T236,718.8732592078904
T237,718.8732592078904
T238,718.8732592078904
T239,718.8732592078904
T240,718.8732592078904
T241,718.8732592078904
T242,718.8732592078904
T243,718.8732592078904
T244,718.8732592078904
T245,718.8732592078904
T246,718.8732592078904
T247,718.8732592078904
T248,718.8732592078904
T249,718.8732592078904
T250,718.8732592078904
T251,718.8732592078904
T252,718.8732592078904
T253,718.8732592078904
T254,718.8732592078904
T255,718.8732592078904
T256,718.8732592078904
T257,718.8732592078904
T258,718.8732592078904
T259,718.8732592078904
T260,718.8732592078904
T261,718.8732592078904
T262,718.8732592078904
T263,718.8732592078904
T264,718.8732592078904
T265,718.8732592078904
T266,718.8732592078904
T267,718.8732592078904
T268,718.8732592078904
T269,718.8732592078904
T270,718.8732592078904
T271,718.8732592078904
T272,718.8732592078904
T273,718.8732592078904
T274,718.8732592078904
T275,718.8732592078904
T276,718.8732592078904
T277,718.8732592078904
T278,718.8732592078904
T279,718.8732592078904
T280,718.8732592078904
T281,718.8732592078904
T282,718.8732592078904
T283,718.8732592078904
T284,718.8732592078904
T285,718.8732592078904
T286,718.8732592078904
T287,718.8732592078904
T288,718.8732592078904
T289,718.8732592078904
T290,718.8732592078904
T291,718.8732592078904
T292,718.8732592078904
T293,718.8732592078904
T294,718.8732592078904
T295,718.8732592078904
T296,718.8732592078904
T297,718.8732592078904
T298,718.8732592078904
T299,718.8732592078904
T300,718.8732592078904
T301,718.8732592078904
T302,718.8732592078904
T303,718.8732592078904
T304,718.8732592078904
T305,718.8732592078904
T306,718.8732592078904
T307,718.8732592078904
T308,718.8732592078904
T309,718.8732592078904
T310,718.8732592078904
T311,718.8732592078904
T312,718.8732592078904
T313,718.8732592078904
T314,718.8732592078904
T315,718.8732592078904
T316,718.8732592078904
T317,718.8732592078904
T318,718.8732592078904
T319,718.8732592078904
T320,718.8732592078904
T321,718.8732592078904
T322,718.8732592078904
T323,718.8732592078904
T324,718.8732592078904
T325,718.8732592078904
T326,718.8732592078904
T327,718.8732592078904
