TRIP_ID,TRAVEL_TIME
T224,794.2344970703125
T225,856.777587890625
T226,804.7105712890625
T227,887.5169677734375
T228,878.8640747070312
T229,870.6370239257812
T230,1282.8717041015625
T231,1193.6827392578125
T232,1003.6619873046875
T233,845.3410034179688
T234,968.5901489257812
T235,833.0050048828125
T236,889.211181640625
T237,917.2274169921875
T238,917.4138793945312
T239,750.4727172851562
T240,737.7897338867188
T241,951.2171630859375
T242,780.9168090820312
T243,821.084228515625
T244,902.4268798828125
T245,801.9174194335938
T246,764.5770874023438
T247,802.8343505859375
T248,731.7970581054688
T249,793.4737548828125
T250,820.32958984375
T251,815.556640625
T252,806.1121215820312
T253,721.4908447265625
T254,898.0216064453125
T255,907.35498046875
T256,913.847412109375
T257,821.0535278320312
T258,927.7685546875
T259,848.8259887695312
T260,851.3067016601562
T261,947.595947265625
T262,700.6065673828125
T263,816.28271484375
T264,868.3383178710938
T265,684.0599975585938
T266,775.2672119140625
T267,841.452392578125
T268,793.4737548828125
T269,922.4176635742188
T270,879.6771240234375
T271,944.2745361328125
T272,712.9253540039062
T273,749.2521362304688
T274,750.5604248046875
T275,750.5604248046875
T276,780.8919677734375
T277,916.54638671875
T278,828.0852661132812
T279,771.45166015625
T280,797.6271362304688
T281,879.6412353515625
T282,841.3784790039062
T283,935.819091796875
T284,786.4049682617188
T285,830.5526733398438
T286,960.5359497070312
T287,910.4595947265625
T288,961.2431640625
T289,740.0606079101562
T290,897.5123291015625
T291,736.657470703125
T292,726.3174438476562
T293,1051.3875732421875
T294,833.813232421875
T295,813.7039184570312
T296,750.5604248046875
T297,776.0885620117188
T298,802.6061401367188
T299,906.5101928710938
T300,860.5
T301,947.76171875
T302,921.8197021484375
T303,763.137939453125
T304,838.1829833984375
T305,920.650634765625
T306,922.3412475585938
T307,878.0783081054688
T308,880.9129638671875
T309,866.247802734375
T310,830.3184204101562
T311,850.2550659179688
T312,881.341796875
T313,750.298828125
T314,921.3401489257812
T315,979.5426635742188
T316,899.8641967773438
T317,859.288818359375
T318,827.7994995117188
T319,998.6687622070312
T320,835.0919799804688
T321,1351.5599365234375
T322,994.9140014648438
T323,850.7667236328125
T324,899.9197387695312
T325,837.113525390625
T326,808.7254028320312
T327,848.3232421875
